Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
0012b9d2-2130-4a06-a834-b1f3af34f57e___RS_Erly.B 8389.JPG,Tomato___Early_blight,466.64413296568625,828.9712418300654,443.8809129901962,566.960215301807,0.5055258931304906,0.4404845990062819,0.5074171586824794,0.4561286781029507,9.699708946078431,14.179884659746254,9.608180147058825,11.730103806228374,5.819269417512586,6.10312981987297,5.798079360142889,5.977726489663809,0.10885057894462165,0.10709137268796594,0.11071150894487701,0.10853646181392095,0.32992511111557066,0.32724818210032264,0.3327333901863127,0.32944872410425413,0.9647714717676238,0.9374833290927505,0.9665481604211432,0.9572435341278177
0034a551-9512-44e5-ba6c-827f85ecc688___RS_Erly.B 9432.JPG,Tomato___Early_blight,369.82545955882347,591.0737408688966,399.10333946078424,608.2672510572856,0.669505458650103,0.6294094575579409,0.6598074762194953,0.6207634355989433,6.2056372549019585,8.979100346020763,6.8891544117647046,9.248196847366398,4.255141560114154,4.460208620916093,4.3150485287083695,4.4873073985783245,0.29016164402006567,0.2858288941895444,0.2912757177180575,0.28543920584177773,0.5386665425103602,0.5346296794880961,0.539699655102778,0.5342651082017033,0.9708632771744954,0.9535160409926288,0.9685554382982208,0.9521638875005535
004cbe60-8ff9-4965-92df-e86694d5e9ba___RS_Erly.B 8253.JPG,Tomato___Early_blight,454.0008578431372,656.4556555171089,417.0558976715687,703.1084505959246,0.44847358772885876,0.3878410025084275,0.45685147579450125,0.38863747931673587,10.169270833333334,13.089473279507882,9.455346200980394,13.519400230680509,6.8534777726678815,7.104601354268642,6.8139813740902415,7.123427557468611,0.06561055337039838,0.06271413748091152,0.06403008836088431,0.06195661296685791,0.25614557066324295,0.25042790875002635,0.2530416731704173,0.2489108534533155,0.9654435208000944,0.9499636128701477,0.9682324546616418,0.9464076418070081
0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437.JPG,Tomato___Early_blight,398.68460477941176,579.1584159938484,361.39587928921566,553.7399154171471,0.6285295188420914,0.5907971258946569,0.6429776354576489,0.5889210459104005,6.464568014705883,8.491810841983849,5.827527573529412,8.344052287581698,4.688388765827577,4.851143529130404,4.626539656223829,4.849744910324752,0.2475706942454525,0.2436301972993853,0.24685402570619627,0.24358456790862518,0.4975647638704458,0.49358909763019004,0.49684406578542956,0.49354287342501985,0.9697047173337763,0.9560503374281346,0.9725452852565897,0.9579792302708842
011aa278-a39e-40b0-b6e4-2e2f835889f0___RS_Erly.B 8251.JPG,Tomato___Early_blight,321.20179227941173,523.1941099577086,329.8466911764706,492.64484429065755,0.5512668804608102,0.49456175792494006,0.54708544500336,0.4891359780479248,7.557582720588235,10.514279123414074,7.821476715686274,10.333056516724337,5.8487258926770656,6.098203037638765,5.882267435125017,6.10691518347235,0.13302193107443652,0.1296486695369436,0.1314228190151099,0.12905778911816512,0.3647217173057241,0.3600675902340331,0.36252285309358073,0.359246140018463,0.9760468544101621,0.9609901873854846,0.9753910250323025,0.9632679674799112
01861c93-ea8b-4820-aaa8-cc6003b3e75b___RS_Erly.B 7855.JPG,Tomato___Early_blight,610.2461703431372,849.0486889657822,535.5586856617647,828.5541868512109,0.6875381452733932,0.6470107493615982,0.696201154431123,0.6491391541995303,7.948192401960784,10.336501345636291,7.318887867647058,10.225605536332182,4.071330007159075,4.222023769362729,4.036086439472364,4.215768106593056,0.3063062408107007,0.30182003295984833,0.3074949369683534,0.3036953530870701,0.5534494022136989,0.5493815003800623,0.554522260119784,0.5510856132100257,0.9464505032226607,0.9255567185250045,0.9530820540108078,0.9273542106931032
0208ed52-1b28-4c9c-88e3-4667581e1109___RS_Erly.B 7829.JPG,Tomato___Early_blight,491.3127604166667,660.8652979623222,440.6373314950981,773.971595540177,0.6454819869222296,0.6029211634233934,0.6505926404359335,0.6009604176598077,8.401761642156863,10.616439830834295,7.919592524509806,11.472618223760092,4.637421936797777,4.803038953322562,4.609937014176453,4.819553128107464,0.2744446478949653,0.2698088803569915,0.2745716118143414,0.2712291952892455,0.5238746490287207,0.519431304752603,0.5239958127832144,0.5207966928555187,0.9585644738287062,0.9443489933087346,0.9628472275295341,0.9348245875575694
023fe2d4-6e1d-40ce-99ae-85ba90f436ff___RS_Erly.B 6354.JPG,Tomato___Early_blight,447.5615808823529,840.3732718185313,528.7373468137255,685.7986620530565,0.49621424813387793,0.42049160659956086,0.481736687714446,0.4409740803105739,7.81936274509804,12.653071895424837,9.203645833333333,10.805413302575932,5.621752949492214,5.995434623113395,5.748616768854994,5.878013294344247,0.07033230697590771,0.06846606473333165,0.07046753328610089,0.06862140805572518,0.26520238870701696,0.2616602085402587,0.26545721554725327,0.261956882054519,0.9683369782696064,0.9405475175115275,0.962612200510016,0.9514829489304231
0378db62-5231-4eff-815d-c0deb0043e80___RS_Erly.B 7464.JPG,Tomato___Early_blight,354.53872549019616,628.9338869665512,468.6543198529413,628.6141637831604,0.7398473398978918,0.7011756121693111,0.7268632346998342,0.6979039140601322,5.169087009803922,7.876970396001536,6.426439950980393,8.216347558631297,3.433365730005643,3.6113349373564536,3.512080760946387,3.632026620467326,0.41593442829605815,0.41073979407263717,0.4152808811608667,0.4104796321055354,0.6449297855550309,0.6408898455059474,0.6444229055215734,0.6406868440240797,0.9676092445876785,0.9426823015010556,0.9571836125199129,0.9427114393761302
0401adc0-0998-4d8e-90de-4eae8caf4248___RS_Erly.B 8446.JPG,Tomato___Early_blight,556.8819240196078,930.4479815455593,643.3660539215687,923.041906958862,0.5575731908379556,0.4929023761191461,0.5423520724524932,0.49289627523837565,10.283517156862745,14.688688965782388,11.530759803921569,14.808612072279894,5.5063704864286365,5.779828113145141,5.582909138604057,5.785281849958741,0.1609032351307941,0.1575334047281078,0.16114719952587345,0.15776571806218323,0.4011274549701056,0.39690478042990085,0.4014314381384117,0.3971973288709067,0.9538376900118525,0.9228816630522475,0.9466564835647214,0.9234955008666824
