Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
0012b9d2-2130-4a06-a834-b1f3af34f57e___RS_Erly.B 8389.JPG,Tomato___Early_blight,458.44001225490194,537.556678200692,438.1115655637256,450.1706266820453,0.3950874753031655,0.38157224983590565,0.4025380905999556,0.3870904214419692,11.115410539215688,12.39660130718954,10.653630514705883,11.326828143021913,6.644425457658872,6.725367144454596,6.598213431283398,6.668590876212416,0.10847205573070604,0.10688688918481502,0.11038021898691312,0.10823216859336476,0.32935096133259734,0.3269356040336002,0.3322351862565329,0.3289865781355901,0.872811727142204,0.8509630487185195,0.8787059781460639,0.8751914734111893
0034a551-9512-44e5-ba6c-827f85ecc688___RS_Erly.B 9432.JPG,Tomato___Early_blight,178.5421875,251.7946789696271,190.8031403186274,259.4026758938869,0.6214292341700118,0.5953944695343236,0.6077833796342383,0.591698960077742,4.956035539215686,6.600522875816995,5.513526348039216,6.741299500192233,4.58433800703203,4.745675774470865,4.648526890997533,4.758790516106179,0.2904195811481761,0.28581656060182103,0.29144800475816085,0.2854680550067913,0.5389059112202946,0.5346181446619831,0.5398592453206307,0.5342921064425258,0.9447724432518465,0.9222374995180078,0.9409774180749225,0.9198878991733509
004cbe60-8ff9-4965-92df-e86694d5e9ba___RS_Erly.B 8253.JPG,Tomato___Early_blight,776.5253523284316,893.5463744713571,774.4375919117647,938.0949634755864,0.32756426901008306,0.3113213304815209,0.325881679981112,0.31049145087875507,15.630958946078435,17.1123875432526,15.543780637254901,17.515986159169547,7.645661741515621,7.743713870204532,7.657310632418262,7.75805917641253,0.06567962705149463,0.06269451553619766,0.06403708593243132,0.06197545267317256,0.2562803680571234,0.25038872885215435,0.2530554997079323,0.24894869486135604,0.8998115073333126,0.8844674670636384,0.8999807800618289,0.8787074847354192
0114f7b3-7f56-4bef-aa47-7a82da142d4b___RS_Erly.B 7437.JPG,Tomato___Early_blight,268.33844975490206,331.6616993464052,248.4179840686275,332.42740484429066,0.5536938297132226,0.5410971973839693,0.5555771858975321,0.5389481084043224,7.094117647058825,8.071387927720107,6.735692401960786,8.19447904652057,5.181017880253218,5.257807969246793,5.161983918862527,5.267376379875271,0.24760423178491314,0.24363433624514622,0.24681494384671776,0.24352697174851126,0.49759846441173144,0.4935932903161734,0.49680473412269105,0.4934845202724309,0.9400537734291042,0.9259805436558137,0.9445027908987628,0.9258096553537127
011aa278-a39e-40b0-b6e4-2e2f835889f0___RS_Erly.B 8251.JPG,Tomato___Early_blight,627.4078125000001,732.8390003844675,646.9949448529412,711.6299269511725,0.44570625558843774,0.42968098468499555,0.44153421676274646,0.4253114554802652,12.714430147058826,14.075355632449055,12.965992647058824,14.091564782775853,6.549259463743218,6.650345366891885,6.577794833853924,6.662024542191563,0.13299614389691627,0.129581760423674,0.13133716235661314,0.12897146287301736,0.3646863637386464,0.35997466636372344,0.36240469417022336,0.35912597075819697,0.8961752373326487,0.8787930379481886,0.8929089990118922,0.8823008853163482
01861c93-ea8b-4820-aaa8-cc6003b3e75b___RS_Erly.B 7855.JPG,Tomato___Early_blight,636.429105392157,757.0436139946178,586.5943167892158,735.908235294118,0.612945914741152,0.6016189306009242,0.6161615222897319,0.6026219214282106,9.955238970588237,11.096332179930801,9.455805759803923,10.929596309111883,4.65579075849646,4.716897409488831,4.635075701073821,4.702614712502463,0.30223026555760546,0.2968609736798656,0.30318999634023724,0.2986698987361943,0.5497547321830031,0.5448494963564393,0.5506269121104028,0.5465069978840109,0.8914727958508989,0.8710327130677633,0.9000859169045256,0.8746337608863537
0208ed52-1b28-4c9c-88e3-4667581e1109___RS_Erly.B 7829.JPG,Tomato___Early_blight,908.1878523284315,1043.9022991157246,886.2304534313726,1092.5576316801228,0.5520484133684883,0.5454662526356172,0.5527794495696168,0.5472166236539878,14.423452818627453,15.492179930795846,14.234589460784314,15.795617070357553,5.257075285282478,5.313654180099702,5.249683850409032,5.305355902329914,0.2726167531436978,0.2675484649162677,0.27266924056214853,0.268805476969568,0.5221271426996472,0.5172508723204512,0.5221774033431057,0.5184645378129231,0.8851556463107102,0.8681678206042974,0.8879572040711121,0.8620234414673188
023fe2d4-6e1d-40ce-99ae-85ba90f436ff___RS_Erly.B 6354.JPG,Tomato___Early_blight,104.56507352941178,165.29384083044982,116.3872242647059,142.38483660130717,0.4667517130225592,0.3982941998013537,0.4317850178889752,0.4077124759170026,3.816727941176471,5.73908496732026,4.608057598039217,5.231772395232602,6.088399330076531,6.414327879642164,6.250460298685512,6.354944518144934,0.06966907928009207,0.06798491444673999,0.0697946330081129,0.06802612782680068,0.26394900886362893,0.2607391693757192,0.2641867388952612,0.2608181892177014,0.9534326585184881,0.9262514965840394,0.9481968563401358,0.9364727169765291
0378db62-5231-4eff-815d-c0deb0043e80___RS_Erly.B 7464.JPG,Tomato___Early_blight,217.84647671568635,330.7749942329874,267.1299019607844,323.8908419838524,0.6868961808555654,0.6700013965147281,0.6774119312499418,0.6694890421141753,5.122395833333337,6.815840061514803,6.023069852941179,6.914017685505576,3.762156826989766,3.874523774640057,3.8198805413416217,3.886044061947916,0.4159243177203484,0.4106474374375572,0.41520800645147027,0.4102723890687063,0.6449219469985096,0.6408177880158736,0.6443663604281886,0.6405250885552465,0.9416442796986639,0.9115935763431047,0.9284424605898417,0.9134335076887825
0401adc0-0998-4d8e-90de-4eae8caf4248___RS_Erly.B 8446.JPG,Tomato___Early_blight,837.8349877450978,938.4657439446364,909.645389093137,941.2694655901576,0.4356867862326213,0.42580577039126005,0.43220343625330815,0.42643441225002127,15.56893382352941,16.94051518646674,16.492325367647055,16.97770088427528,6.368932044550358,6.435019757792558,6.3905659257352445,6.4384837069761005,0.1604414311943948,0.15714432502448925,0.1606729046192044,0.15730270482724756,0.4005514089282358,0.39641433503909673,0.400840248252598,0.39661405021411883,0.8395385595429193,0.8202047573721172,0.8257456576113142,0.819667608502518
